lowercase,forms,if_interesting,
'gifts,'gifts,0,
'tributes,'tributes,0,
overlord',overlord',0,
'beneath,'Beneath,0,
'gangnam,'gangnam,0,
style',style',0,
'smart,'smart 'Smart,0,
'work,'work 'Work,0,
'education,'education,0,
background',background',0,
'pound,'pound,0,
pavement',pavement',0,
'five,'Five 'five,0,
land',land',0,
hither',hither',0,
'zrael,'Zrael,0,
'simmer,'simmer,0,
'talk,'talk 'Talk,0,
blink',blink',0,
religions',religions',0,
usurpers',usurpers',0,
'sleeping,'sleeping,0,
couch',couch',0,
'salright,'Salright 'salright,0,
tempt—she'd,tempt—she'd,0,
'grand,'Grand 'grand,0,
'drawing,'drawing,0,
youwe're,youWe're,0,
'infamous,'infamous,0,
suggestion',suggestion',0,
'visiting,'visiting,0,
thoug-',thoug-',0,
he's—he's,he's—he's,0,
know—he's,know—he's,0,
never—it's,never—it's,0,
ey'd,ey'd,1,
t'convince,t'convince,1,
'mi,'Mi,1,
casa',casa',1,
landi'm,landI'm,0,
weather',weather',0,
beautiful',beautiful',0,
'dina,'Dina,0,
'mocked,'mocked,0,
v'always,V'always,1,
confession',confession',0,
shouldv'e,shouldv'e,0,
'motherhood,'Motherhood,0,
homophobic',homophobic',0,
y'pain,y'pain,1,
inn'cents,inn'cents,1,
obligation',obligation',0,
others're,others're,1,
shoes',shoes',0,
reje-',reje-',1,
'pfft,'Pfft,1,
'ughh,'Ughh,0,??
'france,'France,0,
'cannot,'Cannot,0,
'today,'Today 'today,0,
'about,'About 'about,0,
'unrequited,'Unrequited,0,
movie',movie',0,
'almost,'Almost 'almost,0,
'technology,'Technology,0,
don'understand,don'understand,1,
don'ave,don'ave,1,
'treally,'Treally,1,
s'times,S'times,1,
won'er,won'er,1,
's'about,'s'about,1,
's'going,'S'going,1,
death'f,death'f,1,
'stopped,'stopped,0,
behind',behind',0,
'fiiinnne,'Fiiinnne,0,
'boom,'boom,0,
crash',crash',0,
'wavelengths,'Wavelengths,0,
black',black',0,
'normal,'normal 'Normal,0,
behavior',behavior',0,
'profound,'profound,0,
bound',bound',0,
alive',alive',0,
'pish,'pish,0,
posh',posh',0,
'flasher,'flasher,0,
'milk,'milk 'Milk,0,
traxx',traxx',1,
convincin'🎶,convincin'🎶,1,
🎶what's,🎶What's,0,
🎶it's,🎶It's,0,
'avoid,'Avoid 'avoid,0,
'further,'Further,0,
prophecies',prophecies',0,
creeps',creeps',0,
comfort',comfort',0,
shut',shut',0,
worlds',worlds',0,
'buddy,'buddy,0,
going',going',0,
'damned,'damned 'Damned,0,
i'mma,I'mma,1,
along',along',0,
interim',interim',0,
'strike,'Strike,0,
'holly,'Holly,0,
secret',secret',0,
anniversary',anniversary',0,
'sappy,'sappy,0,
chicks',chicks',0,
'oye,'Oye,0,
'angelic,'angelic 'ANGELIC 'Angelic,0,
fit',fit',0,
intentions',intentions',0,
bunker',bunker',0,
'off,'off 'Off,0,
rails',rails',0,
'expect,'Expect,0,
unexpected',unexpected',0,
stopped',stopped',0,
'demon,'demon 'Demon,0,
whore',whore',0,
people's’,people's’,0,
dell'ornellaia,dell'Ornellaia,0,
outfits',outfits',0,
'white,'white,0,
noise',noise',0,
'humor,'humor,0,
'ubran,'Ubran,0,
succubus',succubus',0,
'seeing,'seeing 'Seeing,0,
'sing,'Sing 'sing,0,
'record,'record,0,
producer',producer',0,
'skinny,'skinny,0,
o'jays,O'Jays,0,
'side,'side,0,
effects',effects',0,
'aww's,'aww's,1,??
'oooh's,'oooh's,1,??
'exhausted,'exhausted,0,
'done,'Done 'done,0,
'smell,'smell,0,
city',city',0,
sunglasses',sunglasses',0,
'promotional,'promotional 'Promotional,0,
single',single',0,
'sound,'sound 'Sound,0,
'spirit,'Spirit 'spirit,0,
'cut,'cut 'Cut,0,
m'lady,m'lady,1,
j'ai,j'ai J'ai,0,
l'air,l'air,0,
lorsqu'elle,lorsqu'elle,0,
s'écoute,s'écoute,0,
l'hôtel,l'hôtel,0,
d'ici,d'ici,0,
n'est-ce,n'est-ce N'est-ce,0,
j'apprécie,J'apprécie,0,
d'écouter,d'écouter,0,
d'un,d'un,0,
t'aime,t'aime,0,
'les,'les 'Les,0,
hommes',hommes',0,
m'entraîner,m'entraîner,0,
n'a,n'a,0,
m'en,m'en,0,
d'amis,d'amis,0,
qu'artiste,qu'artiste,0,
j'étais,J'étais,0,
l'époque,l'époque,0,
d'où,d'où,0,
j'aimerais,J'aimerais,0,
j'espère,J'espère,0,
t'avoir,t'avoir,0,
l'aise,l'aise,0,
n'avez,n'avez,0,
quelqu'un,quelqu'un,0,
l'amour,L'amour l'amour,0,
n'attendez,N'attendez,0,
j'y,J'y,0,
'ups,'Ups,0,
shots',shots',0,
'heaven,'Heaven 'heaven,0,
'lips,'lips,0,
zipped',zipped',0,
musicians',musicians',0,
singers',singers',0,
'unnecessary,'unnecessary 'Unnecessary,0,
miracles',miracles',0,
m'expliques,m'expliques,1,
careful',careful',0,
'ah-ah-ah-ah's,'ah-ah-ah-ah's,0,
hits',hits',0,
ooh'd,ooh'd,1,
'hear,'Hear,0,
'aj's,'AJ's,0,
partner',partner',0,
'spirited,'spirited,0,
command',command',0,
'wooo's,'wooo's,1,??
'traditional,'traditional,0,
star',star',0,
'yearly,'yearly,0,
review',review',0,
'dj,'DJ,0,
d'hérouville,d'Hérouville,0,
'bastille,'Bastille,0,
'simple,'simple 'Simple,0,
'ooh's,'ooh's,0,
'yeah's,'yeah's,0,
'lot,'lot,0,
'disco,'disco 'Disco,0,
movement',movement',0,
'void,'void,0,
locations',locations',0,
'green,'green,0,
if',if',0,
'fake,'fake,0,
'aah's,'aah's,0,??
happening',happening',0,
'disappeared,'disappeared,0,
view',view',0,
'climb,'Climb,0,
dammit',dammit',0,
holiday',holiday',0,
'ohhh,'Ohhh,0,??
'beastly,'Beastly 'beastly,0,
'they'd,'They'd 'they'd,1,
'i’ll,'I’ll,0,
d'know,d'know,1,
'scarlet,'Scarlet,0,
'understatement,'UNDERSTATEMENT,0,
'we’ve,'We’ve 'we’ve,0,
whiskey',whiskey',0,
'slàinte,'Slàinte,0,
'can’t,'Can’t,0,
'wear,'Wear,0,
smart',smart',0,
mani'm,manI'm,0,
we're-being-watched,we're-being-watched,0,
timei'm,timeI'm,0,
m'laddo,m'laddo,1,
'artifacts,'artifacts,0,
gluttony',gluttony',0,
s'morning,S'morning,1,
y'snore,Y'snore,1,
s'only,S'only,1,
'easy,'easy 'Easy,0,
street',street',0,
rooms',rooms',0,
nap',nap',0,
'freak,'freak,0,
how's--what,how's--what,0,
'rear,'Rear,0,
s'war,S'war,1,
s'there,S'there,1,
can't—there's,can't—there's,0,
incident',incident',0,
veterinarians',veterinarians',0,
d'orsay,d'Orsay,1,
hol',hol',1,
you-really-don't-know-how-to-talk-to-children-do-you-angel,you-really-don't-know-how-to-talk-to-children-do-you-Angel,0,
'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,0,???
̸̵͗̽̎ͫͧ͋ͮ̃̑ͪͬ̄̍̍҉̢̩̻̥̞͚̩̖̦̘̻̜̠͝'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,̸̵͗̽̎ͫͧ͋ͮ̃̑ͪͬ̄̍̍҉̢̩̻̥̞͚̩̖̦̘̻̜̠͝'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,0,???
'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉̪̳̹͈͚͕̭͙̘̺͞,'̶̅̈́̈́ͭ̍ͩͩͪ̏ͩ̎̒̎͆̂̕'̈́̄̀͗ͨ̓̏͛̕͡'̧ͪͮ̊͂̒̾̒̾ͮͫ̿̄ͦ͘͞'ͥͫ͐͗ͥͪ̈́̿̏̅͜͢'̶̇̋͌ͤͦ͆͑̃͟'ͥͭͤ͐ͫ̏̌̏̑ͤ͟'̾͐ͯ̃͐ͬ͂ͪͤ͢͡'̸ͯ͑͌̄̇̀͋͋͜'̴̷ͨ̂̃̆҉'̵ͨ͗ͤ̾́̃̈́͑̆̅ͯ͠'̵̡͗̋̄̀̓̏͒̔̿̆҉҉̪̳̹͈͚͕̭͙̘̺͞,0,
̡̮̤͍͇̠͕̥͚̗͎̲͇͓̤̕'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̪̳̹͈͚͕̭͙̘̺̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝͞,̡̮̤͍͇̠͕̥͚̗͎̲͇͓̤̕'̢̛ͨͤ͐ͧ͂̂̆̒̇ͮ̅ͩ͆̂͋'̸͑̓̅̀ͦ̄͊̿͒́͜͠'̾̈̓͑̆̾͆ͦ̍̊ͯͩ͢҉̵̧'̡ͨ̐͛̍̅ͥ̈́̏̎͒̓̈̕͝'̵̷̔̈́̆̓ͦ̓̑͆ͥ̑̐̔ͩͤ̇̌̚̕͏̷'̌̈́̄̔̾͊̌̚'̴̸̛̍ͬ̈̾͐ͯͫ̽͌͆͑͛̉͊̿̊ͨ̚'̃̉̔ͪ͌ͧ͗̌ͯ̽̋̓̾͟͡҉̨'̨̓̎̍̽ͬ͋̊̂̐͒͟҉̨'̴̪̳̹͈͚͕̭͙̘̺̄̆̃͐̂͒ͦͯͨ̄͛́͌̐ͨ̉͐͑͡͝͞,0,
̡̮̤͍͇̠͕̥͚̗͎̲͇͓̤̕'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,̡̮̤͍͇̠͕̥͚̗͎̲͇͓̤̕'̴̛ͮͪ̇̉͋͆ͪͬ͑ͥͭ͋̀͆̏ͤ̍͡'̨̨͊̽̌̾̑͐ͬ̒̌̽̾ͧ̓ͪ̏ͪ̚͡͞'̵̐̃̌̽ͦ͂ͧ̋͐̒̎ͦͨ͊̎̎͒̃͆͟'̨̆ͩ̃͑̋̌͆̄ͦͭ̿̏̎̌͊̽̎͊͡҉'̷̛̏̍͐͋ͩͨͯ̈́͊̄ͤ̋͊'̡ͤ̏͂̀͗̈̑̏̕͠,0,
'bringing,'Bringing 'bringing,0,
'fire,'fire 'Fire,0,
fury',fury',0,
revolutionary',revolutionary',0,
m'aidez,m'aidez,1,
deserve',deserve',0,
'appease,'appease,0,
feelings',feelings',0,
'tempt,'tempt,0,
'incredible,'incredible,0,
belonged',belonged',0,
fry',fry',0,
shouldn'ts,shouldn'ts,1,
'repent,'repent,0,
sins',sins',0,
'crowley’,'Crowley’,0,
some-',some-',0,
'ad,'ad,1,
'uman,'uman,1,
folks',folks',0,
'soufflé,'soufflé,0,
recipes',recipes',0,
'dreadfully,'Dreadfully,0,
'dearest,'dearest 'Dearest,0,
'anathema,'Anathema,0,
s'ascose,s'ascose,1,
'fear,'Fear 'fear,0,
kudos'd,kudos'd,1,
barbie',barbie',0,
'proper,'proper,0,
em',em',1,
'waste,'waste,0,
provenance',provenance',0,
'knitting,'Knitting,0,
i'gve,I'gve,1,
sssecon',sssecon',1,
th'sssame,th'sssame,1,
bernned'm,bernned'm,1,
perhaps',perhaps',0,
'nathema,'nathema 'Nathema,0,
famine',famine',0,
today's',today's',0,
'guess,'guess 'Guess,0,
'reading,'reading 'Reading,0,
'consider,'consider 'Consider,0,
evidence',evidence',0,
y̶o̴u̸'̴l̵l̵,Y̶o̴u̸'̴l̵l̵,0,??
̸y̵o̸u̷'̶l̶l̸,̸Y̵o̸u̷'̶l̶l̸,0,??
death's-door,death's-door,0,
'goodness,'goodness 'Goodness,0,
wouldn't',wouldn't',0,
merchants',merchants',0,
cold—god's,cold—God's,0,
flat—he'd,flat—he'd,0,
flying—it's,flying—it's,0,
'important,'important,0,
don't-touch-the-floor,don't-touch-the-floor,0,
'chaise,'chaise,0,
shouldn't—which,shouldn't—which,0,
'teach,'Teach 'teach,0,
writers',writers',0,
's'gone,'s'gone,1,
comp'ny,comp'ny,1,
'mother,'mother 'Mother,0,
tyrant',tyrant',0,
kingdoms',kingdoms',0,
inkling',inkling',0,
'le,'le 'Le,0,
l'autrichienne,L'Autrichienne,0,
'issa,'issa,0,
'zire,'Zire,0,
wardens',wardens',0,
'taxis,'Taxis,0,
'grown,'Grown 'grown,0,
'dropped,'dropped,0,
'ghosting,'Ghosting,0,
'based,'based,0,
'through,'Through 'through,0,
'mellowed,'Mellowed,0,
country',country',0,
ending',ending',0,
couldn't--or,couldn't--or,0,
d'age,d'Age,0,
s'on,S'on,1,
veterans',veterans',0,
villages',villages',0,
dying',dying',0,
beginners',beginners',0,
damper',damper',0,
s'aperçut,s'aperçut,1,
d'une,d'une,0,
'surprisingly’,'Surprisingly’,0,
könnt',könnt',0,
höh',höh',0,
erhör',erhör',0,
fruit',fruit',0,
m'really,M'really,1,
there—y'd,there—y'd,1,
it's—well,it's—well,0,
itself',itself',0,
prayers',prayers',0,
you''d,you''d,0,
'youth,'youth,0,
humanities',humanities',0,
'glorious,'glorious,0,
tool',tool',0,
'gardening,'Gardening,0,
'nom,'nom,0,
'gel,'gel,0,
'dealt,'dealt,0,
he''d,he''d,0,
didn't—who,didn't—who,0,
importance',importance',0,
birds'-nests,birds'-nests,0,
b'low,B'low,1,
t'call,t'call,1,
an'thing,an'thing,1,
out'f,out'f,1,
bi',bi',1,
in'it,in'it,1,
honey',honey',0,
'person,'Person,0,
'self,'self,0,
contact',contact',0,
did't,did't,1,
'spoon,'spoon,0,
theory',theory',0,
'crowley's,'Crowley's,0,
turnovers',turnovers',0,
'wah,'wah,0,
wah',wah',0,
pleasant',pleasant',0,
'low,'Low 'low,0,
'high,'High 'high,0,
needs',needs',0,
drink',drink',0,
l'égypte,l'Égypte,0,
bar',bar',0,
aloud—he'd,aloud—he'd,0,
'ravish,'Ravish,0,
'oof,'oof,1,??
females',females',0,
'snooping,'snooping,0,
lurking',lurking',0,
collection',collection',0,
t'is,T'is t'is,1,
'stranger,'Stranger,0,
one'ssss,one'ssss,1,
above',above',0,
religious',religious',0,
discount',discount',0,
soul',soul',0,
'quit,'Quit 'QUIT,0,
biased',biased',0,
another',another',0,
'poverty,'poverty,0,
'accepting,'accepting,0,
state',state',0,
jack-o'-lantern,jack-o'-lantern,0,
'bringer,'bringer 'Bringer,0,
'misplaced,'misplaced,0,
this'd,this'd,1,
s'gotta,s'gotta,1,
fire',fire',0,
'us,'us 'Us 'US,0,
'imself,'imself,1,
hillsi'm,hillsI'm,1,
ground'cause,ground'Cause,0,
'home,'Home,0,
'discreet,'discreet,0,
club',club',0,
'complete,'complete 'Complete,0,
th'unworthy,th'unworthy,1,
undiscovere'd,undiscovere'd,0,
citizens',citizens',0,
withdrawal',withdrawal',0,
'bags,'bags,0,
mystery',mystery',0,
'romeo,'Romeo,0,
'items,'items,0,
let',let',0,
computers',computers',0,
'noticed,'Noticed,0,
'devilishly,'devilishly 'Devilishly,0,
bigfoot',bigfoot',0,
charring—he's,charring—he's,0,
there's—ah,there's—ah,0,
around—it's,around—it's,0,
her—he'd,her—he'd,0,
s'far,s'far,1,
i—pshh—that's—no,I—pshh—that's—no,1,
with—someone's,with—someone's,0,
cuffs',cuffs',0,
s'pect,s'pect,1,
'heil,'Heil,0,
intent',intent',1,
game—it's,GAME—IT'S,0,
well—'the,well—'the,0,
can't—or,can't—or,0,
didn't—please,didn't—please,0,
'secretly,'secretly,0,
responsible—he'd,responsible—he'd,0,
kebab'd,kebab'd,1,??
what's-his-name—bobby,what's-his-name—Bobby,0,
'dearly,'dearly 'Dearly,0,
beloved',beloved',0,
'paint,'paint,0,
well—he's,well—he's,0,
do—door's,do—door's,0,
d'y'know,D'y'know,1,
pulled',pulled',0,
record—i'm,record—I'm,0,
'concerned,'concerned,0,
parent',parent',0,
cold—he'd,cold—he'd,0,
'earth's,'Earth's,0,
operative',operative',0,
what'zzzz,what'zzzz,1,
for—they'd,for—they'd,0,
'sixth,'sixth,0,
sense',sense',0,
'hands,'hands 'Hands,0,
doohickey',doohickey',1,
'water,'water 'Water,0,
covenant',covenant',0,
that—crowley's,that—Crowley's,0,
moment'—it,moment'—it,0,
me—i'm,me—I'm,0,
floor—heaven's,floor—Heaven's,0,
'bunch,'bunch 'Bunch,0,
universe—let's,universe—let's,0,
'clearing,'clearing,0,
not—we're,not—we're,0,
didn't—but,didn't—but,0,
vinyl—it's,vinyl—it's,0,
'friends,'friends 'Friends,0,
benefits',benefits',0,
wond'ring,wond'ring,1,
gard'ning,gard'ning,1,
plots',plots',0,
energy',energy',0,
don't-drive-me-home-it's-only-been-a-millennia,don't-drive-me-home-it's-only-been-a-millennia,0,
'amish,'Amish,0,
pole',pole',0,
number-',number-',0,
'twats,'Twats,1,
ny'all,ny'all,1,
'receptive,'receptive,0,
host',host',0,
'finally,'finally 'Finally,0,
music',music' MUSIC',0,
'widen,'widen,0,
horizon',horizon',0,
wasn',wasn',1,
'second,'second 'Second,0,
picture',picture',0,
gone',gone',0,
dad-thing',dad-thing',1,
afters',afters',1,
half',half',0,
hundreds',hundreds',0,
'popped,'popped,0,
'noisy,'noisy,0,
brats',brats',0,
spoon',spoon',0,
'illegal,'Illegal,0,
idioti'm,idiotI'm,1,
'stopping,'stopping 'Stopping,0,
ass',ass',0,
'laying,'laying,0,
'undermine,'undermine,0,
'said,'Said,0,
s'was,S'was,1,
thatyoucouldmaybeifyou'dlikecomewithme,thatyoucouldmaybeifyou'dlikecomewithme,0,
horse',horse',0,
hellspawn',hellspawn',0,
m'all,M'all,1,
never-',never-',0,
forcefully',forcefully',0,
law',law',0,
heroes',heroes',0,
guardians',guardians',0,
where'er,where'er,1,
city-that-almost-wasn't-anymore,city-that-almost-wasn't-anymore,0,
'kerchief,'kerchief,0,
yer',yer',1,
'volcanic,'volcanic,0,
rock',rock',0,
wounded',wounded',0,
ya'know,ya'know,1,
'caused,'caused,0,
'wrong,'wrong 'Wrong,0,
'creature,'creature,0,
'disposable,'disposable,0,
i'm-',I'm-',0,
'putting,'putting 'Putting,0,
aside',aside',0,
'nearly,'nearly 'Nearly,0,
'stare,'stare,0,
'trade,'trade,0,
deals',deals',0,
bye',bye',0,
'kill,'kill 'Kill,0,
'disappointed,'disappointed,0,
progress',progress',0,
wasting',wasting',0,
'feel,'feel 'Feel,0,
cookie',cookie',0,
'possibly,'Possibly 'possibly,0,
'lunch,'lunch 'Lunch,0,
date'',date'',0,
'stalker,'stalker,0,
'puppy,'puppy,0,
number',number',0,
'swapping,'Swapping 'swapping,0,
'swapped,'Swapped,0,
'loosen,'loosen,0,
my',my',0,
i'm-and,I'm-and,0,
'before,'before 'Before,0,
met',met',0,
'lazy,'lazy,0,
r'lax,R'lax,1,
qrdrws',qrdrws',0,???
'thee,'Thee,0,
'islington,'Islington,0,
'irrational,'Irrational,0,
'weird,'weird,0,
'earing,'earing,0,
nanny',nanny',0,
orbit',orbit',0,
'beauty,'Beauty,0,
